2,2.861479192318018E-4,4.2954518632663795E-5
3,4.1052795779677526E-4,2.4384063565938892E-4
2,2.621460175887953E-4,4.97726653253856E-4
2,2.764874303831684E-4,1.9664965062502152E-4
2,2.8254977730352753E-4,6.448163801797936E-5
2,2.696975575951819E-4,4.4089229108088056E-4
2,2.811481202650984E-4,2.069135316334354E-4
3,3.935230697752605E-4,7.497817283694335E-5
2,2.9691956854109624E-4,7.360662208802757E-5
2,2.76320366774044E-4,1.443455612059143E-4
2,2.6425080305574685E-4,5.876179306918734E-4
2,2.7026832258159663E-4,1.2380145822617856E-4
3,3.8989676865770843E-4,8.042958376127E-4
2,2.7594091032175235E-4,8.713900673099587E-5
2,2.846806879757586E-4,2.664977157952695E-4
44,0.004581379426797966,0.06829259111153325
2,2.9738700445139203E-4,1.7386183090375027E-5
61,0.0063872738742215,0.12277064508518433
2,2.8166472085631886E-4,8.666838593605753E-5
52,0.005621383227219509,0.08114224873918537
2,2.6213844116926006E-4,9.496343040341383E-5
28,0.002938408346811191,0.043155151884999444
2,2.9051043199279685E-4,4.404869907205732E-5
98,0.010220768471803785,0.24210451155896118
2,2.687775235951669E-4,2.447348071399143E-4
9,9.859366566184267E-4,0.006324714785707416
2,2.7925772931150343E-4,5.082106634258699E-5
34,0.0036543669414187308,0.050057448244179355
2,2.5678251713609924E-4,6.62545125344132E-4
17,0.0017708190325224072,0.02238267135568527
35,0.0037045783187331835,0.06897506486455425
4,5.140445080315118E-4,0.0018809240751044643
2,2.836293806242695E-4,1.9101641518681566E-5
4,5.241261803107465E-4,6.655019269697856E-4
2,2.6921279697838564E-4,1.45329417534265E-4
2,2.793171768859791E-4,9.549712231322842E-5
4,5.301779624092926E-4,0.0010892376120933576
3,4.0097726522581235E-4,7.685547071960697E-4
5,6.425821665328241E-4,0.0024220003181844633
2,2.8545535914630547E-4,1.039808060227056E-4
3,4.391762863044686E-4,4.720828208961095E-4
2,2.728717975636105E-4,7.178321741120746E-4
2,2.5678251713609924E-4,6.62545125344132E-4
2,2.859128082336268E-4,1.5436647182043452E-4
2,2.7668393274672063E-4,1.3147947617264333E-4
3,3.90855570660806E-4,0.0015972416394750982
2,2.901856126508871E-4,1.0480640964044034E-4
3,4.0889425192137545E-4,1.794865306126783E-4
2,2.878640631938888E-4,9.162747424574272E-5
2,2.757330948176104E-4,3.769554621617258E-5
2,2.7048885582124464E-4,2.29572553509909E-4
4,5.158926395686679E-4,2.9288476308047466E-4
2,2.680180337924866E-4,2.2895245918346945E-4
4,5.127458063581921E-4,7.359209446986151E-4
4,5.199387810204892E-4,0.0010444737855406828
4,5.474180377037484E-4,4.498863686515415E-4
4,5.360211976094085E-4,0.0014860264697842387
3,4.159876405786381E-4,1.7224342921362776E-4
3,3.9462721910802457E-4,6.774023318891374E-4
2,2.745478237852265E-4,1.968829854562607E-4
2,2.8030247734287965E-4,1.0509093883138192E-4
2,2.817272617331272E-4,1.19367001747831E-4
2,2.661434389219309E-4,3.3711544489863527E-4
2,2.670263849749659E-4,3.0441211655479045E-4
3,4.218251913533376E-4,7.928692225637412E-4
4,5.06605601260937E-4,0.0013840959711371684
3,3.866999166325468E-4,0.0013861817283959787
4,5.214529401674892E-4,0.0012884637768095747
3,4.0303320081303337E-4,2.9719669453732864E-4
