9,2.7136952993713622E-5,2.9839989084397164E-6
31,4.4825576526527695E-5,7.389863405356229E-5
74,9.780003375011221E-5,5.009460413242838E-5
5,2.0208108886775627E-5,6.921812223373969E-7
128,1.4173859457819837E-4,1.1129453925549597E-4
5,1.8980858926793678E-5,2.1329520345725155E-7
405,4.5774706143590334E-4,0.00223279534970319
216,2.1409896531354426E-4,4.656126755695104E-4
20,4.0276887635195826E-5,1.173899835978781E-5
35,4.2876245715429544E-5,5.317951248573968E-6
13,4.980554936544269E-5,1.1683332903484392E-4
25,4.109913207831059E-5,1.2574648318125258E-5
108,1.2831203904201946E-4,1.0133761047142905E-4
44,5.239936917202152E-5,2.4559454981748637E-5
106,9.04816388042544E-5,4.34989213140588E-5
21,4.1273568703899426E-5,6.2228821744862605E-6
338,2.6658830436653133E-4,5.503870157421227E-4
56,7.921964179667836E-5,3.28455693649389E-5
504,3.853948831797957E-4,6.024015162544038E-4
46,5.0690372727942705E-5,1.0897433833812542E-5
49,5.79867448930923E-5,1.4375024829363285E-5
12,3.397400070005156E-5,5.833315047454259E-6
23,3.627031065093102E-5,1.7798486222074132E-6
225,2.3441703623627944E-4,7.179888099170896E-4
51,7.231820014125319E-5,2.0800272810802504E-5
46,5.820745944923497E-5,4.603735326189164E-6
79,7.101592085493474E-5,4.651972229870545E-6
17,2.865608285581457E-5,2.6088128716495245E-6
28,4.0429590866058957E-5,3.93707468092613E-6
86,8.428179122565177E-5,1.2231822356819442E-4
19,3.6920123453582744E-5,2.1985494775325915E-5
20,3.454353650133517E-5,7.830871825825118E-6
89,8.17301238478594E-5,2.514179055814061E-5
37,4.458176769461928E-5,1.6316477236932712E-5
24,5.367354659415493E-5,2.533241869816151E-5
17,3.669207224747987E-5,1.3332791937344572E-5
24,3.994556664396995E-5,3.41180340308134E-5
90,1.0934470365099515E-4,8.782193508029915E-5
13,2.988943459234088E-5,4.598254279244016E-6
124,1.2283581038232788E-4,2.7170327437675844E-4
25,3.6184116695649866E-5,1.544063971934603E-5
64,8.431353487661268E-5,2.572233743523354E-5
25,4.150210802342832E-5,3.6166738272449595E-5
139,1.853800498829141E-4,4.310050565358692E-4
30,4.157313341646081E-5,1.8720141593570365E-5
129,1.2533199854556246E-4,1.5534092535266026E-4
16,3.115414057647679E-5,7.612898344840454E-6
37,5.650499235537321E-5,6.525876723494737E-5
105,1.2488647468898083E-4,9.832851923013249E-5
62,1.016585211776983E-4,3.577200680994663E-6
14,3.0429495489821956E-5,3.741281433351408E-6
128,1.4504216434278904E-4,5.2166895910426096E-5
112,1.3686253508132844E-4,1.6862024774038612E-4
14,2.797069816423099E-5,3.013860243320025E-6
40,4.3295158138817245E-5,5.370776486128096E-7
15,2.7759605765740845E-5,3.4180389071940742E-6
50,5.5047274990211994E-5,2.0869656683938824E-5
49,6.173505880359837E-5,2.233531793906014E-5
175,1.5108358527972417E-4,1.0605540948783088E-4
234,2.4464855097323707E-4,9.601779586781612E-5
84,1.0952407340939074E-4,1.0694545907977605E-5
82,9.829885122357952E-5,7.293240053962625E-5
